Year,Country code,Country,Tonnes CO2,Gas,Sector Name
2015,BE,Belgium,2326.898083,All greenhouse gases - (CO2 equivalent),Other combustion
2016,BE,Belgium,2385.884867,All greenhouse gases - (CO2 equivalent),Other combustion
2017,BE,Belgium,2419.326439,All greenhouse gases - (CO2 equivalent),Other combustion
2018,BE,Belgium,2534.164451,All greenhouse gases - (CO2 equivalent),Other combustion
2019,BE,Belgium,2643.779331,All greenhouse gases - (CO2 equivalent),Other combustion
2020,BE,Belgium,2741.556188,All greenhouse gases - (CO2 equivalent),Other combustion
2021,BE,Belgium,2963.168419,All greenhouse gases - (CO2 equivalent),Other combustion
1990,AT,Austria,1404.315026,All greenhouse gases - (CO2 equivalent),Other combustion
1991,AT,Austria,1368.978436,All greenhouse gases - (CO2 equivalent),Other combustion
1992,AT,Austria,1327.461386,All greenhouse gases - (CO2 equivalent),Other combustion
1993,AT,Austria,1225.963987,All greenhouse gases - (CO2 equivalent),Other combustion
1994,AT,Austria,1164.936629,All greenhouse gases - (CO2 equivalent),Other combustion
1995,AT,Austria,1142.372648,All greenhouse gases - (CO2 equivalent),Other combustion
1996,AT,Austria,1210.620946,All greenhouse gases - (CO2 equivalent),Other combustion
1997,AT,Austria,1253.169829,All greenhouse gases - (CO2 equivalent),Other combustion
1998,AT,Austria,1249.871548,All greenhouse gases - (CO2 equivalent),Other combustion
1999,AT,Austria,1283.840448,All greenhouse gases - (CO2 equivalent),Other combustion
2000,AT,Austria,1217.592909,All greenhouse gases - (CO2 equivalent),Other combustion
2001,AT,Austria,1250.210974,All greenhouse gases - (CO2 equivalent),Other combustion
2002,AT,Austria,1202.766444,All greenhouse gases - (CO2 equivalent),Other combustion
2003,AT,Austria,1190.36064,All greenhouse gases - (CO2 equivalent),Other combustion
2004,AT,Austria,1206.340984,All greenhouse gases - (CO2 equivalent),Other combustion
2005,AT,Austria,1187.188595,All greenhouse gases - (CO2 equivalent),Other combustion
2006,AT,Austria,1141.335179,All greenhouse gases - (CO2 equivalent),Other combustion
2007,AT,Austria,1109.06018,All greenhouse gases - (CO2 equivalent),Other combustion
2008,AT,Austria,1180.651338,All greenhouse gases - (CO2 equivalent),Other combustion
2009,AT,Austria,1044.537245,All greenhouse gases - (CO2 equivalent),Other combustion
2010,AT,Austria,1022.509725,All greenhouse gases - (CO2 equivalent),Other combustion
2011,AT,Austria,1067.318953,All greenhouse gases - (CO2 equivalent),Other combustion
2012,AT,Austria,983.6928471,All greenhouse gases - (CO2 equivalent),Other combustion
2013,AT,Austria,971.3367338,All greenhouse gases - (CO2 equivalent),Other combustion
2014,AT,Austria,1047.315758,All greenhouse gases - (CO2 equivalent),Other combustion
2015,AT,Austria,974.6682083,All greenhouse gases - (CO2 equivalent),Other combustion
2016,AT,Austria,1052.923283,All greenhouse gases - (CO2 equivalent),Other combustion
2017,AT,Austria,985.6419994,All greenhouse gases - (CO2 equivalent),Other combustion
2018,AT,Austria,973.7718437,All greenhouse gases - (CO2 equivalent),Other combustion
2019,AT,Austria,1014.632978,All greenhouse gases - (CO2 equivalent),Other combustion
2020,AT,Austria,1012.718142,All greenhouse gases - (CO2 equivalent),Other combustion
2021,AT,Austria,997.2932911,All greenhouse gases - (CO2 equivalent),Other combustion
1990,SK,Slovakia,11387.44266,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,SK,Slovakia,10412.72942,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,SK,Slovakia,9963.606992,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,SK,Slovakia,8354.430449,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,SK,Slovakia,7571.804154,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,SK,Slovakia,7039.906998,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,SK,Slovakia,6884.732864,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,SK,Slovakia,7288.272351,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,SK,Slovakia,7058.321441,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,SK,Slovakia,6906.574579,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,SK,Slovakia,6341.4679,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,SK,Slovakia,6808.943708,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,SK,Slovakia,6366.726998,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,SK,Slovakia,5924.99426,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,SK,Slovakia,5640.009467,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,SK,Slovakia,6262.357404,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,SK,Slovakia,6251.179271,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,SK,Slovakia,5706.816986,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,SK,Slovakia,5923.807934,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,SK,Slovakia,5970.727141,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,SK,Slovakia,6303.972192,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,SK,Slovakia,4892.729076,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,SK,Slovakia,5158.296309,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,SK,Slovakia,5416.756775,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,SK,Slovakia,4337.494603,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,SK,Slovakia,4503.953016,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,SK,Slovakia,4545.331848,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,SK,Slovakia,5000.601015,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,SK,Slovakia,4517.921145,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,SK,Slovakia,4448.10365,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,SK,Slovakia,4321.517491,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,SK,Slovakia,4940.100128,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,SI,Slovenia,1722.681639,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,SI,Slovenia,1981.258176,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,SI,Slovenia,1755.885551,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,SI,Slovenia,2061.48089,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,SI,Slovenia,1940.027948,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,SI,Slovenia,2107.696558,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,SI,Slovenia,2735.243819,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,SI,Slovenia,2864.509941,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,SI,Slovenia,2939.591688,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,SI,Slovenia,3162.048463,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,SI,Slovenia,2534.596515,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,SI,Slovenia,2967.026532,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,SI,Slovenia,2788.445225,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,SI,Slovenia,2723.41243,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,SI,Slovenia,2674.968127,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,SI,Slovenia,2459.331322,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,SI,Slovenia,2202.376151,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,SI,Slovenia,1785.574116,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,SI,Slovenia,2134.919784,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,SI,Slovenia,2055.487556,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,SI,Slovenia,2075.880485,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,SI,Slovenia,1824.414277,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,SI,Slovenia,1563.309888,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,SI,Slovenia,1485.556916,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,SI,Slovenia,1174.597021,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,SI,Slovenia,1292.971819,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,SI,Slovenia,1363.805987,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,SI,Slovenia,1231.714786,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,SI,Slovenia,1127.372395,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,SI,Slovenia,1116.43919,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,SI,Slovenia,1122.110568,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,SI,Slovenia,1020.657075,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,SE,Sweden,9261.47077,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,SE,Sweden,9172.496071,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,SE,Sweden,8510.195668,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,SE,Sweden,8355.114986,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,SE,Sweden,8381.473493,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,SE,Sweden,7988.083075,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,SE,Sweden,7976.143797,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,SE,Sweden,7218.764863,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,SE,Sweden,7116.655222,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,SE,Sweden,6675.479155,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,SE,Sweden,6561.375928,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,SE,Sweden,5737.716882,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,SE,Sweden,5195.930626,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,SE,Sweden,4868.375217,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,SE,Sweden,4577.335259,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,SE,Sweden,3544.199866,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,SE,Sweden,2939.066003,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,SE,Sweden,2690.958487,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,SE,Sweden,2198.383387,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,SE,Sweden,2017.544615,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,SE,Sweden,2128.602355,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,SE,Sweden,1792.522242,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,SE,Sweden,1617.809719,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,SE,Sweden,1489.409136,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,SE,Sweden,1437.135656,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,SE,Sweden,1375.785824,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,SE,Sweden,1291.409389,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,SE,Sweden,1245.306269,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,SE,Sweden,1212.823468,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,SE,Sweden,1221.439086,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,SE,Sweden,1222.197903,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,SE,Sweden,1279.125387,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,RO,Romania,9378.632519,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,RO,Romania,9228.964468,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,RO,Romania,7414.96551,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,RO,Romania,6564.104696,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,RO,Romania,5739.390134,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,RO,Romania,6485.883548,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,RO,Romania,6882.223644,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,RO,Romania,8576.558145,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,RO,Romania,8984.463276,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,RO,Romania,8113.84653,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,RO,Romania,8431.126441,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,RO,Romania,7966.235235,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,RO,Romania,8028.709171,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,RO,Romania,9734.190788,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,RO,Romania,10503.47656,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,RO,Romania,10877.26777,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,RO,Romania,12446.28108,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,RO,Romania,10694.04389,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,RO,Romania,9662.749203,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,RO,Romania,9586.881866,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,RO,Romania,9600.613032,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,RO,Romania,9472.732201,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,RO,Romania,9881.327221,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,RO,Romania,9635.047371,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,RO,Romania,9239.094588,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,RO,Romania,9376.887672,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,RO,Romania,9507.063568,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,RO,Romania,9944.1423,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,RO,Romania,10251.824,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,RO,Romania,10323.99917,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,RO,Romania,10558.3795,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,RO,Romania,11706.79673,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,PT,Portugal,2978.708724,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,PT,Portugal,3112.204186,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,PT,Portugal,3300.621546,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,PT,Portugal,3421.784062,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,PT,Portugal,3566.428019,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,PT,Portugal,3526.792243,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,PT,Portugal,3738.228963,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,PT,Portugal,3912.319197,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,PT,Portugal,4443.87283,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,PT,Portugal,4854.201669,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,PT,Portugal,4993.661875,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,PT,Portugal,5231.211673,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,PT,Portugal,5501.787151,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,PT,Portugal,5598.593395,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,PT,Portugal,5905.907409,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,PT,Portugal,5820.979127,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,PT,Portugal,4741.496674,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,PT,Portugal,4699.93994,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,PT,Portugal,4417.320692,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,PT,Portugal,4305.436057,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,PT,Portugal,4197.296022,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,PT,Portugal,3652.642284,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,PT,Portugal,3484.294209,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,PT,Portugal,3390.343217,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,PT,Portugal,3331.54351,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,PT,Portugal,3289.522513,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,PT,Portugal,3244.853048,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,PT,Portugal,3217.995011,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,PT,Portugal,3331.520788,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,PT,Portugal,3279.258343,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,PT,Portugal,3198.50955,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,PT,Portugal,3044.056363,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,PL,Poland,47936.55229,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,PL,Poland,56590.92764,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,PL,Poland,58325.74917,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,PL,Poland,61309.6611,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,PL,Poland,53075.36135,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,PL,Poland,53145.29171,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,PL,Poland,53905.52026,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,PL,Poland,49922.75038,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,PL,Poland,40301.01576,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,PL,Poland,41584.73474,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,PL,Poland,34895.61407,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,PL,Poland,38144.7301,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,PL,Poland,42111.46045,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,PL,Poland,42487.72517,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,PL,Poland,43042.09918,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,PL,Poland,45417.2693,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,PL,Poland,50122.94594,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,PL,Poland,46260.15427,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,PL,Poland,48444.32691,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,PL,Poland,49698.83844,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,PL,Poland,55862.66022,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,PL,Poland,49582.84385,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,PL,Poland,51155.37512,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,PL,Poland,49369.42071,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,PL,Poland,45061.99824,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,PL,Poland,44763.00082,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,PL,Poland,47768.15185,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,PL,Poland,46874.19711,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,PL,Poland,45871.88113,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,PL,Poland,40259.42513,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,PL,Poland,41014.07856,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,PL,Poland,42984.36916,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,NL,Netherlands,29729.63588,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,NL,Netherlands,34009.41891,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,NL,Netherlands,31354.67138,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,NL,Netherlands,33206.58533,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,NL,Netherlands,31068.17344,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,NL,Netherlands,33167.60197,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,NL,Netherlands,38620.37946,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,NL,Netherlands,32893.54849,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,NL,Netherlands,31471.90678,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,NL,Netherlands,29874.92326,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,NL,Netherlands,29847.15912,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,NL,Netherlands,31668.09847,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,NL,Netherlands,30485.86191,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,NL,Netherlands,31627.96096,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,NL,Netherlands,31346.27044,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,NL,Netherlands,29583.76166,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,NL,Netherlands,29693.18805,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,NL,Netherlands,26603.2078,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,NL,Netherlands,29669.76359,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,NL,Netherlands,29684.38868,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,NL,Netherlands,34247.76395,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,NL,Netherlands,26883.37327,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,NL,Netherlands,29066.79644,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,NL,Netherlands,30266.1302,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,NL,Netherlands,23122.34778,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,NL,Netherlands,24638.78155,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,NL,Netherlands,25321.71367,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,NL,Netherlands,24784.47038,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,NL,Netherlands,24419.16656,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,NL,Netherlands,23311.13382,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,NL,Netherlands,21798.15171,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,NL,Netherlands,24368.04423,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,MT,Malta,261.1084766,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,MT,Malta,242.0833532,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,MT,Malta,292.8563779,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,MT,Malta,296.1575584,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,MT,Malta,337.2911595,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,MT,Malta,329.9366771,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,MT,Malta,332.1288179,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,MT,Malta,375.4067571,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,MT,Malta,331.2441945,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,MT,Malta,293.7264026,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,MT,Malta,290.7443471,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,MT,Malta,199.3260576,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,MT,Malta,190.274389,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,MT,Malta,194.7686899,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,MT,Malta,198.9982878,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,MT,Malta,101.4170362,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,MT,Malta,93.23691654,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,MT,Malta,98.82759115,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2008,MT,Malta,101.3949352,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2009,MT,Malta,91.00424071,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2010,MT,Malta,109.048336,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2011,MT,Malta,81.133848,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2012,MT,Malta,106.3046776,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2013,MT,Malta,122.2312382,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2014,MT,Malta,129.0221497,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2015,MT,Malta,150.3833995,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2016,MT,Malta,135.494635,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2017,MT,Malta,133.841585,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2018,MT,Malta,113.2434048,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2019,MT,Malta,124.5655802,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2020,MT,Malta,124.5381537,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2021,MT,Malta,129.7510369,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1990,LV,Latvia,4279.474021,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1991,LV,Latvia,4446.370271,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1992,LV,Latvia,3688.145159,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1993,LV,Latvia,3137.453831,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1994,LV,Latvia,2132.000825,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1995,LV,Latvia,1496.573377,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1996,LV,Latvia,1526.421927,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1997,LV,Latvia,1321.082967,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1998,LV,Latvia,1164.902275,All greenhouse gases - (CO2 equivalent),Residential and Commercial
1999,LV,Latvia,1134.781222,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2000,LV,Latvia,1037.642495,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2001,LV,Latvia,1193.739373,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2002,LV,Latvia,1181.592716,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2003,LV,Latvia,1237.59436,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2004,LV,Latvia,1277.723018,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2005,LV,Latvia,1262.27381,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2006,LV,Latvia,1301.597197,All greenhouse gases - (CO2 equivalent),Residential and Commercial
2007,LV,Latvia,1324.030137,All greenhouse gases - (CO2 equivalent),Residential and Commercial
